character_identifier,displayed_name,description,voice_source,voice_id,voice_style,voice_similarity,voice_stability,note
STEPHEN,Stephen Hawking,"a super intelligent, wheelchair-bound British man",DT,0,,,,Stephen’s actual generated voice
